inventory_id,item_id,location,case_count_on_hand,case_count_allocated,case_count_available,unit_price,date_last_sold,case_count_last_sold,date_extracted
140970,104626,MOF,208,36,172,0,20211011,2,Mon Oct 11 16:52:32 2021
140967,104625,MOF,110,110,0,0,20211011,5,Mon Oct 11 16:52:32 2021
140961,104623,MOF,22,22,0,0,20211011,3,Mon Oct 11 16:52:32 2021
140958,104622,MOF,25,25,0,0,20211011,1,Mon Oct 11 16:52:32 2021
140955,104621,HLD,8,0,8,0,20210930,8,Mon Oct 11 16:52:32 2021
140952,104620,MOF,2,2,0,0,20211011,6,Mon Oct 11 16:52:32 2021
140949,104619,MOF,10,10,0,0,20211008,2,Mon Oct 11 16:52:32 2021
140944,104617,MOF,122,122,0,0,20211011,1,Mon Oct 11 16:52:32 2021
140941,104616,MOF,8,8,0,0,20211011,1,Mon Oct 11 16:52:32 2021
140940,104615,XTR,1259,0,1259,0,0,0,Mon Oct 11 16:52:32 2021
140935,104614,MOF,1742,88,1654,0,20211011,2,Mon Oct 11 16:52:32 2021
140932,104613,MOF,1609,657,952,0,20211011,6,Mon Oct 11 16:52:32 2021
140929,104612,MOF,2386,515,1871,0,20211011,10,Mon Oct 11 16:52:32 2021
140903,104590,MOF,25,25,0,0,20211008,1,Mon Oct 11 16:52:32 2021
140900,104589,MOF,26,26,0,0,20211008,1,Mon Oct 11 16:52:32 2021
140897,104588,MOF,5,5,0,0,20211007,3,Mon Oct 11 16:52:32 2021
140894,104587,MOF,7,7,0,0,20211007,3,Mon Oct 11 16:52:32 2021
140891,104586,MOF,5,5,0,0,20211008,2,Mon Oct 11 16:52:32 2021
140889,104585,MOF,1,1,0,0,20211011,3,Mon Oct 11 16:52:32 2021
140885,104584,MOF,123,123,0,0,20211011,5,Mon Oct 11 16:52:32 2021
140879,104582,HLD,14,0,14,0,20210927,30,Mon Oct 11 16:52:32 2021
140876,104581,HLD,8,0,8,0,20211005,12,Mon Oct 11 16:52:32 2021
140864,104577,XTR,1620,0,1620,0,0,0,Mon Oct 11 16:52:32 2021
140862,104575,MOF,12,12,0,0,0,0,Mon Oct 11 16:52:32 2021
140861,104574,MOF,3,3,0,0,20211011,1,Mon Oct 11 16:52:32 2021
140858,104573,MOF,299,299,0,0,20211011,40,Mon Oct 11 16:52:32 2021
140855,104572,MOF,24,24,0,0,0,0,Mon Oct 11 16:52:32 2021
140852,104571,MOF,7,7,0,0,20211001,2,Mon Oct 11 16:52:32 2021
140849,104570,MOF,28,28,0,0,20211011,10,Mon Oct 11 16:52:32 2021
140846,104569,MOF,16,16,0,0,20211011,25,Mon Oct 11 16:52:32 2021
140843,104568,MOF,28,28,0,0,20211011,6,Mon Oct 11 16:52:32 2021
140840,104567,MOF,65,65,0,0,20211011,1,Mon Oct 11 16:52:32 2021
140837,104566,MOF,40,35,5,0,0,0,Mon Oct 11 16:52:32 2021
140834,104565,MOF,23,23,0,0,20211011,10,Mon Oct 11 16:52:32 2021
140831,104564,MOF,54,54,0,0,20211011,5,Mon Oct 11 16:52:32 2021
140828,104563,MOF,27,27,0,0,0,0,Mon Oct 11 16:52:32 2021
140825,104562,MOF,22,22,0,0,20211011,16,Mon Oct 11 16:52:32 2021
140816,104559,MOF,10,10,0,0,20211011,8,Mon Oct 11 16:52:32 2021
140810,104557,MOF,2,2,0,0,20211011,5,Mon Oct 11 16:52:32 2021
140804,104555,MOF,10,10,0,0,20211011,5,Mon Oct 11 16:52:32 2021
140798,104553,MOF,7,7,0,0,20211008,1,Mon Oct 11 16:52:32 2021
140780,104547,MOF,9,9,0,0,20211011,5,Mon Oct 11 16:52:32 2021
140774,104545,HLD,138,0,138,0,20210928,14,Mon Oct 11 16:52:32 2021
140768,104543,MOF,80,80,0,0,20211011,3,Mon Oct 11 16:52:32 2021
140765,104542,MOF,102,102,0,0,20211011,6,Mon Oct 11 16:52:32 2021
140756,104539,HLD,115,0,115,0,20211005,60,Mon Oct 11 16:52:32 2021
140753,104538,MOF,3,3,0,0,20211011,5,Mon Oct 11 16:52:32 2021
140747,104536,MOF,38,38,0,0,20211011,2,Mon Oct 11 16:52:32 2021
140744,104535,MOF,52,52,0,0,20211011,10,Mon Oct 11 16:52:32 2021
140741,104534,MOF,15,15,0,0,20211011,10,Mon Oct 11 16:52:32 2021
140735,104532,MOF,103,103,0,0,20211011,10,Mon Oct 11 16:52:32 2021
140732,104531,MOF,10,10,0,0,20211011,1,Mon Oct 11 16:52:32 2021
140728,104530,HLD,213,150,63,0,20210927,75,Mon Oct 11 16:52:32 2021
140725,104529,HLD,903,0,903,0,20210923,1251,Mon Oct 11 16:52:32 2021
140722,104528,HLD,597,0,597,0,20210921,3,Mon Oct 11 16:52:32 2021
140719,104527,HLD,317,0,317,0,20211004,9,Mon Oct 11 16:52:32 2021
140715,104526,MOF,8,8,0,0,20211008,2,Mon Oct 11 16:52:32 2021
140709,104524,MOF,2,2,0,0,20211011,34,Mon Oct 11 16:52:32 2021
140706,104523,HLD,5,0,5,0,20210922,1,Mon Oct 11 16:52:32 2021
140703,104522,HLD,132,0,132,0,20211004,24,Mon Oct 11 16:52:32 2021
140700,104521,HLD,25,0,25,0,20211001,7,Mon Oct 11 16:52:32 2021
140688,104517,HLD,149,0,149,0,20210922,200,Mon Oct 11 16:52:32 2021
140665,104509,MOF,1,1,0,0,20211011,50,Mon Oct 11 16:52:32 2021
140656,104506,MOF,2,2,0,0,20211001,3,Mon Oct 11 16:52:32 2021
140650,104504,MOF,5,5,0,0,20211006,3,Mon Oct 11 16:52:32 2021
140644,104502,MOF,1,1,0,0,20211005,4,Mon Oct 11 16:52:32 2021
140638,104500,MOF,5,5,0,0,20211011,1,Mon Oct 11 16:52:32 2021
140633,104498,MOF,7,7,0,0,20211011,16,Mon Oct 11 16:52:32 2021
140627,104496,HLD,50,0,50,0,20210920,550,Mon Oct 11 16:52:32 2021
140622,104495,MOF,94,93,1,0,20211011,30,Mon Oct 11 16:52:32 2021
140619,104494,MOF,40,40,0,0,20211011,3,Mon Oct 11 16:52:32 2021
140616,104493,XTR,2880,0,2880,0,0,0,Mon Oct 11 16:52:32 2021
140731,104491,MOF,723,45,678,0,20211011,6,Mon Oct 11 16:52:32 2021
140601,104488,MOF,68,13,55,0,20211011,5,Mon Oct 11 16:52:32 2021
140598,104487,MOF,1,1,0,0,20211005,0,Mon Oct 11 16:52:32 2021
140595,104486,MOF,22,22,0,0,20211011,10,Mon Oct 11 16:52:32 2021
140592,104485,MOF,201,56,145,0,20211011,2,Mon Oct 11 16:52:32 2021
140586,104483,MOF,11,11,0,0,0,0,Mon Oct 11 16:52:32 2021
140580,104481,MOF,680,9,671,0,20211011,2,Mon Oct 11 16:52:32 2021
140574,104479,MOF,2,2,0,0,20211008,16,Mon Oct 11 16:52:32 2021
140568,104477,MOF,13,13,0,0,20211008,1,Mon Oct 11 16:52:32 2021
140562,104475,MOF,2,2,0,0,20211004,7,Mon Oct 11 16:52:32 2021
140559,104474,MOF,13,13,0,0,20211011,8,Mon Oct 11 16:52:32 2021
140553,104472,MOF,13,13,0,0,20211011,4,Mon Oct 11 16:52:32 2021
140550,104471,MOF,3,3,0,0,20211011,2,Mon Oct 11 16:52:32 2021
140547,104470,MOF,10,10,0,0,20211011,3,Mon Oct 11 16:52:32 2021
140541,104468,MOF,1,1,0,0,20211005,4,Mon Oct 11 16:52:32 2021
140538,104467,MOF,3,3,0,0,20211011,2,Mon Oct 11 16:52:32 2021
140535,104466,MOF,1,1,0,0,20211011,2,Mon Oct 11 16:52:32 2021
140532,104465,MOF,10,10,0,0,20211008,2,Mon Oct 11 16:52:32 2021
140529,104464,MOF,20,20,0,0,20211008,20,Mon Oct 11 16:52:32 2021
140523,104462,MOF,2,2,0,0,20211006,1,Mon Oct 11 16:52:32 2021
140520,104461,MOF,12,12,0,0,20211011,2,Mon Oct 11 16:52:32 2021
140517,104460,MOF,33,33,0,0,20210929,2,Mon Oct 11 16:52:32 2021
140508,104457,REC,1620,0,1620,0,0,0,Mon Oct 11 16:52:32 2021
140502,104455,MOF,2,2,0,0,20211011,1,Mon Oct 11 16:52:32 2021
140499,104454,MOF,2,2,0,0,20211011,4,Mon Oct 11 16:52:32 2021
140496,104453,MOF,30,30,0,0,20211011,15,Mon Oct 11 16:52:32 2021
140493,104452,MOF,30,30,0,0,20211008,1,Mon Oct 11 16:52:32 2021
140487,104450,MOF,9,9,0,0,20211011,8,Mon Oct 11 16:52:32 2021
140481,104448,MOF,4,4,0,0,20211001,6,Mon Oct 11 16:52:32 2021
140478,104447,MOF,5,5,0,0,20211011,5,Mon Oct 11 16:52:32 2021
140464,104442,MOF,335,335,0,0,20211011,4,Mon Oct 11 16:52:32 2021
140455,104439,REC,1440,0,1440,0,0,0,Mon Oct 11 16:52:32 2021
140452,104438,MOF,4,4,0,0,20211011,3,Mon Oct 11 16:52:32 2021
140446,104436,MOF,7,7,0,0,20211008,1,Mon Oct 11 16:52:32 2021
140443,104435,MOF,2,2,0,0,20210923,2,Mon Oct 11 16:52:32 2021
140433,104432,MOF,408,243,165,0,20211011,5,Mon Oct 11 16:52:32 2021
140421,104428,HLD,7,0,7,0,20210921,34,Mon Oct 11 16:52:32 2021
140412,104425,HLD,5389,0,5389,0,20210921,1,Mon Oct 11 16:52:32 2021
140409,104424,MOF,10,10,0,0,20211011,5,Mon Oct 11 16:52:32 2021
140403,104422,MOF,19,19,0,0,20211005,7,Mon Oct 11 16:52:32 2021
140391,104418,MOF,27,27,0,0,20211005,8,Mon Oct 11 16:52:32 2021
140385,104416,MOF,1896,365,1531,0,20211011,20,Mon Oct 11 16:52:32 2021
140382,104415,HLD,1,0,1,0,20210921,40,Mon Oct 11 16:52:32 2021
140379,104414,HLD,276,0,276,0,20210930,64,Mon Oct 11 16:52:32 2021
140364,104409,MOF,30,30,0,0,20211011,1,Mon Oct 11 16:52:32 2021
140350,104399,MOF,48,48,0,0,20211007,2,Mon Oct 11 16:52:32 2021
140331,104395,MOF,963,43,920,0,20211011,3,Mon Oct 11 16:52:32 2021
140322,104392,HLD,1,0,1,0,20210916,1,Mon Oct 11 16:52:32 2021
140319,104391,MOF,754,259,495,0,20211011,5,Mon Oct 11 16:52:32 2021
140315,104390,MOF,71,71,0,0,20211011,25,Mon Oct 11 16:52:32 2021
140309,104388,XTR,1003,0,1003,0,0,0,Mon Oct 11 16:52:32 2021
140274,104377,MOF,8,8,0,0,20211008,2,Mon Oct 11 16:52:32 2021
140271,104376,MOF,1,1,0,0,20211011,5,Mon Oct 11 16:52:32 2021
140268,104375,MOF,7,7,0,0,20210920,13,Mon Oct 11 16:52:32 2021
140255,104371,REC,1530,0,1530,0,0,0,Mon Oct 11 16:52:32 2021
140252,104370,MOF,222,222,0,0,20211011,75,Mon Oct 11 16:52:32 2021
140249,104369,MOF,988,466,522,0,20211011,8,Mon Oct 11 16:52:32 2021
140246,104368,MOF,39,39,0,0,20211011,2,Mon Oct 11 16:52:32 2021
140240,104366,MOF,6,6,0,0,20211011,6,Mon Oct 11 16:52:32 2021
140236,104365,MOF,3,3,0,0,20211008,3,Mon Oct 11 16:52:32 2021
140230,104363,MOF,14,14,0,0,20211011,4,Mon Oct 11 16:52:32 2021
140227,104362,MOF,189,189,0,0,20211011,4,Mon Oct 11 16:52:32 2021
140218,104359,MOF,9,9,0,0,20211008,4,Mon Oct 11 16:52:32 2021
140212,104357,MOF,240,240,0,0,20211011,20,Mon Oct 11 16:52:32 2021
140209,104356,REC,225,0,225,0,0,0,Mon Oct 11 16:52:32 2021
140206,104355,REC,450,0,450,0,0,0,Mon Oct 11 16:52:32 2021
140198,104351,MOF,388,388,0,0,20211011,20,Mon Oct 11 16:52:32 2021
140195,104350,HLD,217,0,217,0,20210914,200,Mon Oct 11 16:52:32 2021
140162,104339,MOF,52,52,0,0,20211011,50,Mon Oct 11 16:52:32 2021
140159,104338,MOF,1,1,0,0,20210929,3,Mon Oct 11 16:52:32 2021
140153,104336,MOF,44,16,28,0,20211011,2,Mon Oct 11 16:52:32 2021
140150,104335,MOF,10,4,6,0,20211011,3,Mon Oct 11 16:52:32 2021
140141,104332,HLD,2,0,2,0,20210911,1,Mon Oct 11 16:52:32 2021
140126,104327,XTR,3069,0,3069,0,0,0,Mon Oct 11 16:52:32 2021
140117,104324,REC,475,0,475,0,0,0,Mon Oct 11 16:52:32 2021
140114,104323,REC,550,0,550,0,0,0,Mon Oct 11 16:52:32 2021
140108,104321,HLD,1,0,1,0,20210917,1,Mon Oct 11 16:52:32 2021
140104,104320,MOF,477,449,28,0,20211011,1,Mon Oct 11 16:52:32 2021
140105,104320,OFF,1515,0,1515,0,0,0,Mon Oct 11 16:52:32 2021
140099,104317,MOF,684,105,579,0,20211011,3,Mon Oct 11 16:52:32 2021
140096,104316,MOF,2,2,0,0,20210920,20,Mon Oct 11 16:52:32 2021
140051,104301,MOF,2,2,0,0,20211011,2,Mon Oct 11 16:52:32 2021
140027,104293,MOF,2,1,1,0,0,0,Mon Oct 11 16:52:32 2021
139992,104280,HLD,20,0,20,0,20210907,30,Mon Oct 11 16:52:32 2021
139989,104279,MOF,23,23,0,0,20211008,2,Mon Oct 11 16:52:32 2021
139976,104272,MOF,11,11,0,0,20210920,2,Mon Oct 11 16:52:32 2021
139973,104271,MOF,70,70,0,0,20211011,10,Mon Oct 11 16:52:32 2021
139964,104262,MOF,1,1,0,0,0,0,Mon Oct 11 16:52:32 2021
139951,104251,XTR,1620,0,1620,0,0,0,Mon Oct 11 16:52:32 2021
139950,104250,MOF,5,5,0,0,20211006,8,Mon Oct 11 16:52:32 2021
139935,104245,HLD,1,0,1,0,20210908,40,Mon Oct 11 16:52:32 2021
139922,104239,MOF,678,118,560,0,20211011,10,Mon Oct 11 16:52:32 2021
139903,104235,MOF,2,2,0,0,20211011,4,Mon Oct 11 16:52:32 2021
139882,104228,MOF,376,100,276,0,20211011,8,Mon Oct 11 16:52:32 2021
139875,104226,REC,1080,99,981,0,0,0,Mon Oct 11 16:52:32 2021
139845,104216,MOF,9,9,0,0,20211011,2,Mon Oct 11 16:52:32 2021
139827,104210,HLD,81,0,81,0,20210908,3,Mon Oct 11 16:52:32 2021
139811,104200,MOF,29,29,0,0,20210917,4,Mon Oct 11 16:52:32 2021
139808,104199,MOF,14,14,0,0,20210924,1,Mon Oct 11 16:52:32 2021
139805,104198,MOF,4,4,0,0,20211008,4,Mon Oct 11 16:52:32 2021
139802,104197,MOF,19,19,0,0,20210929,1,Mon Oct 11 16:52:32 2021
139795,104194,MOF,6,6,0,0,20211007,1,Mon Oct 11 16:52:32 2021
139768,104183,MOF,4,4,0,0,0,0,Mon Oct 11 16:52:32 2021
139765,104182,XTR,2160,0,2160,0,0,0,Mon Oct 11 16:52:32 2021
139759,104180,MOF,1,1,0,0,20211011,1,Mon Oct 11 16:52:32 2021
139941,104172,MOF,68,68,0,0,20211011,75,Mon Oct 11 16:52:32 2021
139944,104150,MOF,1518,219,1299,0,0,0,Mon Oct 11 16:52:32 2021
139636,104125,HLD,3,0,3,0,20210828,33,Mon Oct 11 16:52:32 2021
139618,104119,XTR,1530,0,1530,0,0,0,Mon Oct 11 16:52:32 2021
139615,104116,XTR,2880,0,2880,0,0,0,Mon Oct 11 16:52:32 2021
139594,104108,MOF,76,21,55,0,20211011,4,Mon Oct 11 16:52:32 2021
139579,104103,MOF,1,1,0,0,20211011,3,Mon Oct 11 16:52:32 2021
139557,104093,MOF,7,7,0,0,20211006,10,Mon Oct 11 16:52:32 2021
139547,104090,MOF,8,8,0,0,20211011,50,Mon Oct 11 16:52:32 2021
139532,104085,MOF,244,183,61,0,20211011,5,Mon Oct 11 16:52:32 2021
139529,104084,MOF,1,1,0,0,20211011,2,Mon Oct 11 16:52:32 2021
139497,104074,MOF,1,1,0,0,20211008,2,Mon Oct 11 16:52:32 2021
139494,104073,MOF,2,2,0,0,20210910,0,Mon Oct 11 16:52:32 2021
139475,104064,MOF,1,1,0,0,20210930,0,Mon Oct 11 16:52:32 2021
139417,104044,MOF,3,3,0,0,0,0,Mon Oct 11 16:52:32 2021
139411,104042,MOF,10,10,0,0,20211011,5,Mon Oct 11 16:52:32 2021
139307,103991,MOF,1,1,0,0,20210927,0,Mon Oct 11 16:52:32 2021
139271,103979,MOF,46,40,6,0,20211011,9,Mon Oct 11 16:52:32 2021
139265,103977,REC,1025,0,1025,0,0,0,Mon Oct 11 16:52:32 2021
139257,103974,XTR,3276,0,3276,0,0,0,Mon Oct 11 16:52:32 2021
139207,103958,MOF,9,9,0,0,0,0,Mon Oct 11 16:52:32 2021
139204,103957,MOF,13,13,0,0,0,0,Mon Oct 11 16:52:32 2021
139201,103956,REC,1620,451,1169,0,0,0,Mon Oct 11 16:52:32 2021
139198,103955,MOF,20,20,0,0,20211011,10,Mon Oct 11 16:52:32 2021
139181,103949,REC,1776,0,1776,0,0,0,Mon Oct 11 16:52:32 2021
139178,103948,REC,1025,0,1025,0,0,0,Mon Oct 11 16:52:32 2021
139175,103947,MOF,6,6,0,0,20211001,3,Mon Oct 11 16:52:32 2021
139166,103944,HLD,200,0,200,0,20210818,200,Mon Oct 11 16:52:32 2021
139163,103943,REC,1620,109,1511,0,0,0,Mon Oct 11 16:52:32 2021
139160,103942,MOF,2247,44,2203,8.82,20211011,20,Mon Oct 11 16:52:32 2021
139142,103936,MOF,2298,61,2237,7.76,20211011,4,Mon Oct 11 16:52:32 2021
139139,103935,MOF,760,54,706,7.76,20211011,4,Mon Oct 11 16:52:32 2021
139136,103934,MOF,1065,25,1040,6.96,20211011,5,Mon Oct 11 16:52:32 2021
139127,103931,REC,450,93,357,0,0,0,Mon Oct 11 16:52:32 2021
139124,103930,REC,475,0,475,0,0,0,Mon Oct 11 16:52:32 2021
139083,103917,MOF,9,9,0,9.97,20211011,20,Mon Oct 11 16:52:32 2021
139074,103914,HLD,31,0,31,0,20210903,12,Mon Oct 11 16:52:32 2021
139037,103902,MOF,1,1,0,0,20210920,10,Mon Oct 11 16:52:32 2021
139031,103900,MOF,1,1,0,0,20210920,0,Mon Oct 11 16:52:32 2021
139022,103897,HLD,2,0,2,0,20211004,19,Mon Oct 11 16:52:32 2021
138989,103886,MOF,2,2,0,0,0,0,Mon Oct 11 16:52:32 2021
138950,103873,MOF,337,19,318,0,20211011,1,Mon Oct 11 16:52:32 2021
138947,103872,MOF,227,17,210,0,20211011,1,Mon Oct 11 16:52:32 2021
138869,103837,MOF,982,10,972,0,20211007,6,Mon Oct 11 16:52:32 2021
138860,103834,MOF,458,29,429,0,20211011,2,Mon Oct 11 16:52:32 2021
138857,103833,REC,1025,0,1025,0,0,0,Mon Oct 11 16:52:32 2021
138836,103826,XTR,2698,0,2698,0,0,0,Mon Oct 11 16:52:32 2021
138760,103801,MOF,139,112,27,0,20211011,6,Mon Oct 11 16:52:32 2021
139942,103799,MOF,1,1,0,0,20211011,2,Mon Oct 11 16:52:32 2021
138718,103787,REC,1025,0,1025,0,0,0,Mon Oct 11 16:52:32 2021
138715,103786,MOF,20,20,0,0,20211011,3,Mon Oct 11 16:52:32 2021
138709,103784,MOF,10,10,0,0,20211006,3,Mon Oct 11 16:52:32 2021
138670,103770,MOF,2,2,0,0,0,0,Mon Oct 11 16:52:32 2021
138643,103761,HLD,1308,0,1308,0,20210809,200,Mon Oct 11 16:52:32 2021
138640,103760,MOF,6,6,0,0,0,0,Mon Oct 11 16:52:32 2021
138637,103759,MOF,105,105,0,0,20211011,6,Mon Oct 11 16:52:32 2021
138622,103754,REC,1025,0,1025,0,0,0,Mon Oct 11 16:52:32 2021
138619,103753,MOF,250,130,120,0,20211011,6,Mon Oct 11 16:52:32 2021
138610,103750,HLD,32,0,32,0,20210917,5,Mon Oct 11 16:52:32 2021
138557,103732,HLD,149,0,149,0,20210817,400,Mon Oct 11 16:52:32 2021
138539,103726,REC,1025,0,1025,0,0,0,Mon Oct 11 16:52:32 2021
138536,103725,REC,1025,0,1025,0,0,0,Mon Oct 11 16:52:32 2021
138521,103720,MOF,2,2,0,0,0,0,Mon Oct 11 16:52:32 2021
138482,103707,MOF,1,1,0,0,0,0,Mon Oct 11 16:52:32 2021
138436,103692,HLD,8,0,8,0,20210824,3,Mon Oct 11 16:52:32 2021
138406,103682,MOF,458,28,430,0,20211011,100,Mon Oct 11 16:52:32 2021
138403,103681,XTR,1728,0,1728,0,0,0,Mon Oct 11 16:52:32 2021
138400,103680,MOF,893,30,863,0,20211008,25,Mon Oct 11 16:52:32 2021
138397,103679,REC,1025,0,1025,0,0,0,Mon Oct 11 16:52:32 2021
141318,103664,MOF,2217,289,1928,0,20211008,1,Mon Oct 11 16:52:32 2021
138344,103660,DIS,3,3,0,0,20210803,3,Mon Oct 11 16:52:32 2021
138336,103658,REC,1025,0,1025,0,0,0,Mon Oct 11 16:52:32 2021
138327,103655,HLD,34,0,34,0,20210802,25,Mon Oct 11 16:52:32 2021
138312,103650,MOF,1156,225,931,0,20211011,10,Mon Oct 11 16:52:32 2021
138297,103645,MOF,974,116,858,0,20211011,3,Mon Oct 11 16:52:32 2021
140318,103632,MOF,566,328,238,0,20211011,20,Mon Oct 11 16:52:32 2021
138255,103631,MOF,6,6,0,0,20211001,4,Mon Oct 11 16:52:32 2021
138224,103620,DIS,4,4,0,0,20210730,1,Mon Oct 11 16:52:32 2021
138216,103618,HLD,2,0,2,0,20210803,14,Mon Oct 11 16:52:32 2021
138207,103615,HLD,24,0,24,0,20210803,4,Mon Oct 11 16:52:32 2021
138204,103614,MOF,1071,102,969,8.82,20211011,6,Mon Oct 11 16:52:32 2021
138191,103609,HLD,2,0,2,0,20210727,40,Mon Oct 11 16:52:32 2021
138188,103608,MOF,3,3,0,0,20211011,3,Mon Oct 11 16:52:32 2021
138178,103605,MOF,1024,72,952,22.98,20211011,8,Mon Oct 11 16:52:32 2021
138175,103604,MOF,2042,194,1848,16.32,20211011,2,Mon Oct 11 16:52:32 2021
138166,103601,REC,555,0,555,0,20210812,470,Mon Oct 11 16:52:32 2021
138163,103600,MOF,368,101,267,0,20211011,8,Mon Oct 11 16:52:32 2021
138157,103596,MOF,607,35,572,9.75,20211011,6,Mon Oct 11 16:52:32 2021
138154,103595,REC,288,288,0,0,0,0,Mon Oct 11 16:52:32 2021
138151,103594,REC,960,0,960,0,0,0,Mon Oct 11 16:52:32 2021
138148,103593,REC,560,436,124,0,0,0,Mon Oct 11 16:52:32 2021
138139,103590,HLD,1,0,1,0,20210804,40,Mon Oct 11 16:52:32 2021
139943,103568,MOF,514,514,0,0,20211011,5,Mon Oct 11 16:52:32 2021
138005,103542,MOF,5,5,0,0,20210820,4,Mon Oct 11 16:52:32 2021
137994,103538,HLD,26,0,26,0,0,0,Mon Oct 11 16:52:32 2021
139261,103537,MOF,1167,22,1145,0,20211011,5,Mon Oct 11 16:52:32 2021
137975,103531,MOF,1,1,0,0,0,0,Mon Oct 11 16:52:32 2021
137960,103526,MOF,5,5,0,0,0,0,Mon Oct 11 16:52:32 2021
137918,103512,HLD,62,0,62,0,20210726,7,Mon Oct 11 16:52:32 2021
137917,103511,XTR,30,0,30,0,0,0,Mon Oct 11 16:52:32 2021
137914,103510,XTR,590,0,590,0,0,0,Mon Oct 11 16:52:32 2021
137900,103506,MOF,566,566,0,0,20211011,10,Mon Oct 11 16:52:32 2021
137852,103490,HLD,90,0,90,0,20210719,30,Mon Oct 11 16:52:32 2021
137827,103482,MOF,2478,233,2245,0,20211011,20,Mon Oct 11 16:52:32 2021
137792,103470,REC,1313,443,870,0,0,0,Mon Oct 11 16:52:32 2021
137739,103452,HLD,5,0,5,0,20210716,16,Mon Oct 11 16:52:32 2021
137736,103451,MOF,4,4,0,0,20211004,0,Mon Oct 11 16:52:32 2021
137733,103450,REC,1025,936,89,0,0,0,Mon Oct 11 16:52:32 2021
137695,103435,REC,254,0,254,0,0,0,Mon Oct 11 16:52:32 2021
137692,103434,REC,28,0,28,0,0,0,Mon Oct 11 16:52:32 2021
137685,103432,REC,128,128,0,0,0,0,Mon Oct 11 16:52:32 2021
137682,103431,REC,6371,4394,1977,0,20211011,35,Mon Oct 11 16:52:32 2021
137673,103428,MOF,95,95,0,0,20211011,2,Mon Oct 11 16:52:32 2021
137656,103422,HLD,2,0,2,0,20210716,42,Mon Oct 11 16:52:32 2021
140718,103414,MOF,408,278,130,0,20211011,3,Mon Oct 11 16:52:32 2021
137618,103409,DIS,4,4,0,0,20210715,26,Mon Oct 11 16:52:32 2021
137586,103399,MOF,50,50,0,0,20211011,5,Mon Oct 11 16:52:32 2021
137564,103392,MOF,1340,42,1298,0,20211008,5,Mon Oct 11 16:52:32 2021
137536,103382,HLD,88,0,88,0,20210714,40,Mon Oct 11 16:52:32 2021
137481,103364,XTR,1518,0,1518,0,0,0,Mon Oct 11 16:52:32 2021
137451,103354,MOF,181,9,172,0,20211011,1,Mon Oct 11 16:52:32 2021
137433,103348,MOF,5,5,0,13.44,20211006,5,Mon Oct 11 16:52:32 2021
137418,103343,HLD,62,0,62,0,20210709,40,Mon Oct 11 16:52:32 2021
137393,103335,MOF,1406,94,1312,9.48,20211011,5,Mon Oct 11 16:52:32 2021
137387,103333,MOF,516,68,448,10.81,20211011,6,Mon Oct 11 16:52:32 2021
137384,103332,MOF,345,87,258,10.81,20211011,12,Mon Oct 11 16:52:32 2021
137381,103331,MOF,399,78,321,10.81,20211011,12,Mon Oct 11 16:52:32 2021
137372,103328,HLD,1,0,1,0,20211004,2,Mon Oct 11 16:52:32 2021
137354,103320,REC,415,413,2,0,0,0,Mon Oct 11 16:52:32 2021
137346,103318,REC,396,389,7,0,0,0,Mon Oct 11 16:52:32 2021
137337,103315,HLD,81,0,81,0,20210818,5,Mon Oct 11 16:52:32 2021
137331,103313,HLD,90,0,90,0,20210708,15,Mon Oct 11 16:52:32 2021
137293,103299,XTR,3276,0,3276,0,0,0,Mon Oct 11 16:52:32 2021
137197,103267,HLD,25,0,25,0,20210724,25,Mon Oct 11 16:52:32 2021
137173,103259,MOF,61,7,54,0,20211008,1,Mon Oct 11 16:52:32 2021
137089,103240,MOF,137,137,0,0,20211011,8,Mon Oct 11 16:52:32 2021
137020,103213,MOF,1,1,0,0,0,0,Mon Oct 11 16:52:32 2021
136935,103184,MOF,43,13,30,0,20211011,4,Mon Oct 11 16:52:32 2021
136929,103182,MOF,1,1,0,0,20210922,1,Mon Oct 11 16:52:32 2021
136896,103170,HLD,852,0,852,0,20210709,852,Mon Oct 11 16:52:32 2021
136874,103163,XTR,3276,0,3276,0,0,0,Mon Oct 11 16:52:32 2021
136652,103090,REC,436,436,0,0,0,0,Mon Oct 11 16:52:32 2021
137109,103070,MOF,28,28,0,0,20211011,10,Mon Oct 11 16:52:32 2021
136567,103062,REC,827,443,384,0,0,0,Mon Oct 11 16:52:32 2021
141543,103059,DIS,69,0,69,0,20211011,1,Mon Oct 11 16:52:32 2021
136558,103059,MOF,986,22,964,0,20211011,2,Mon Oct 11 16:52:32 2021
136549,103056,MOF,25,25,0,0,20211011,4,Mon Oct 11 16:52:32 2021
136534,103051,REC,96,95,1,0,0,0,Mon Oct 11 16:52:32 2021
136531,103050,REC,300,105,195,0,0,0,Mon Oct 11 16:52:32 2021
136513,103044,REC,120,0,120,0,0,0,Mon Oct 11 16:52:32 2021
136495,103038,MOF,39,39,0,0,20211011,6,Mon Oct 11 16:52:32 2021
136442,103020,MOF,55,55,0,0,20211011,10,Mon Oct 11 16:52:32 2021
136417,103011,MOF,229,22,207,0,20211011,2,Mon Oct 11 16:52:32 2021
136368,102995,MOF,1113,11,1102,0,20211011,6,Mon Oct 11 16:52:32 2021
141542,102989,DIS,63,0,63,0,20211011,1,Mon Oct 11 16:52:32 2021
136348,102989,MOF,454,53,401,0,20211011,1,Mon Oct 11 16:52:32 2021
